CUENTA;MONTO;FECHA
1-104-28435-1;350;06/02/2023
1-108-12684-1;1010;21/08/2023
5-107-42709-2;832;13/03/2023
7-106-70565-4;739;12/05/2023
6-109-55849-7;1051;15/08/2023
8-103-91823-4;1334;15/04/2023
6-106-46970-1;61;18/08/2023
4-109-98819-2;602;30/04/2023
6-103-84101-2;954;27/08/2023
9-102-77922-2;215;13/07/2023
8-102-89904-8;1321;08/01/2023
3-101-71627-6;543;06/11/2023
1-101-44560-3;34;22/07/2023
4-101-68976-9;368;25/12/2023
4-108-63442-2;199;13/09/2023
6-105-88242-3;657;27/02/2023
6-109-55849-7;153;13/05/2023
1-109-65197-8;237;08/06/2023
1-105-46518-4;1431;30/01/2023
9-107-12460-3;81;24/03/2023
9-108-88150-2;718;22/06/2023
5-109-94848-3;964;11/01/2023
8-106-92908-2;1028;11/04/2023
6-104-96201-6;583;02/12/2023
3-108-30251-5;1281;12/12/2023
9-101-75878-8;865;19/06/2023
8-108-25413-1;841;19/12/2023
7-101-19400-2;473;09/12/2023
7-101-41590-3;354;24/03/2023
4-103-69189-7;693;04/11/2023
3-104-50228-2;1360;11/09/2023
6-103-48800-4;664;20/06/2023
4-102-80541-6;700;26/04/2023
7-101-57489-9;830;19/07/2023
7-102-40624-4;651;12/08/2023
2-105-29024-3;147;24/02/2023
5-108-92872-9;917;01/03/2023
5-107-98056-7;188;25/03/2023
5-105-62026-2;595;04/12/2023
3-108-85056-2;156;25/11/2023
5-101-34165-8;719;06/12/2023
6-103-75038-7;1163;12/11/2023
3-105-14652-2;10;26/10/2023
7-102-94760-7;253;19/08/2023
6-103-55890-1;792;15/06/2023
5-104-46371-3;1292;20/08/2023
8-109-27283-8;1254;18/11/2023
7-108-28950-8;1338;09/11/2023
7-105-23681-1;1382;22/03/2023
7-101-13884-7;125;17/02/2023
3-103-51833-9;822;19/11/2023
7-107-45090-6;191;07/07/2023
9-107-17568-3;1264;03/04/2023
2-105-49642-9;838;25/06/2023
6-102-62939-2;1252;26/11/2023
7-102-50859-8;1179;26/05/2023
5-103-46143-7;257;23/04/2023
5-101-32125-8;1059;24/05/2023
4-102-37489-3;483;12/07/2023
9-108-34020-8;180;11/09/2023
5-106-76206-6;788;13/03/2023
5-105-95750-8;1051;18/02/2023
2-101-13079-9;866;28/07/2023
1-107-19463-5;1411;20/11/2023
6-103-49642-6;589;10/08/2023
5-107-80715-3;225;01/09/2023
1-103-25917-8;347;06/01/2023
4-103-70508-3;2;07/01/2023
4-106-26207-1;66;21/06/2023
5-105-59700-1;197;01/08/2023
7-101-37772-1;536;05/01/2023
7-102-93398-9;599;14/08/2023
8-104-70716-1;56;10/12/2023
8-109-17830-7;250;29/10/2023
3-105-83520-1;1015;16/02/2023
3-108-24026-2;951;09/12/2023
7-105-15537-4;768;19/02/2023
1-105-20978-1;886;02/06/2023
2-107-52994-4;588;14/07/2023
5-106-68217-4;1251;28/12/2023
4-109-92043-9;1027;22/10/2023
7-108-80456-9;905;06/12/2023
5-103-10602-6;1328;04/02/2023
2-104-94628-1;470;26/03/2023
4-102-60068-5;535;03/07/2023
5-105-16645-3;245;09/06/2023
8-101-57394-4;344;19/02/2023
8-101-32064-1;427;01/02/2023
4-105-13027-9;368;07/12/2023
5-108-22793-6;1288;18/07/2023
8-107-34817-5;867;02/12/2023
3-103-63622-5;1423;16/03/2023
1-105-46518-4;873;21/02/2023
2-108-23688-8;1264;08/07/2023
1-109-70636-8;101;07/11/2023
7-103-97264-3;1434;09/09/2023
7-101-67704-1;1083;25/07/2023
6-102-84514-1;922;06/02/2023
6-101-64856-2;295;29/11/2023
1-103-25917-8;983;07/08/2023
3-102-27804-4;217;27/04/2023
2-105-76980-3;1031;02/04/2023
1-101-97447-1;118;25/07/2023
1-103-25917-8;302;28/04/2023
3-102-66904-8;318;13/11/2023
7-102-78352-3;608;05/09/2023
7-106-28393-7;608;21/06/2023
8-103-54936-4;158;17/04/2023
7-105-28853-9;388;03/07/2023
3-103-19613-5;1250;27/01/2023
3-102-93920-3;1443;19/02/2023
4-109-25193-6;135;28/02/2023
5-108-22793-6;448;30/01/2023
7-103-58422-2;545;18/07/2023
1-107-57471-9;1303;21/12/2023
9-109-42617-9;1093;06/05/2023
9-106-58690-4;377;18/12/2023
8-107-17974-4;1169;27/04/2023
1-103-13825-7;524;24/01/2023
1-103-70819-4;221;23/03/2023
5-108-67789-7;43;09/01/2023
6-105-78280-3;1303;18/03/2023
4-104-23823-1;518;29/07/2023
3-102-70609-5;507;07/07/2023
9-109-53558-8;1473;07/11/2023
8-104-74410-4;839;14/04/2023
6-105-66726-4;970;04/10/2023
4-105-11209-5;920;29/12/2023
6-109-92236-9;1213;11/10/2023
5-107-67630-7;160;08/11/2023
6-106-71706-1;972;16/12/2023
8-107-17974-4;1049;29/09/2023
5-107-36926-4;960;20/07/2023
8-105-63917-1;334;31/12/2023
2-102-12573-6;1314;08/09/2023
8-104-70716-1;440;10/02/2023
5-108-55445-8;961;01/02/2023
1-108-76451-6;823;15/10/2023
8-107-31676-7;374;17/05/2023
1-102-47588-7;563;26/02/2023
2-109-72794-9;700;18/07/2023
9-101-41505-9;492;25/09/2023
2-104-33475-5;1246;01/11/2023
4-103-98733-7;303;09/05/2023
1-107-55557-9;946;14/06/2023
8-109-81365-6;1271;26/06/2023
5-107-53559-6;1458;14/01/2023
5-109-54250-1;64;08/05/2023
6-103-75038-7;44;16/01/2023
8-101-65746-2;140;21/10/2023
8-109-42887-7;147;03/11/2023
9-105-40619-1;413;19/08/2023
9-108-92573-7;420;25/04/2023
4-104-72440-1;956;01/07/2023
3-102-50484-8;534;14/06/2023
3-109-13975-8;979;26/08/2023
6-104-32824-8;376;02/12/2023
9-107-19875-6;846;04/02/2023
1-102-25400-2;219;11/11/2023
5-107-11281-3;721;30/10/2023
4-108-56835-1;182;17/11/2023
9-101-75878-8;256;16/03/2023
1-102-25400-2;281;07/12/2023
5-108-19217-9;124;21/06/2023
5-101-44442-9;1395;10/07/2023
9-106-75560-9;50;10/08/2023
7-102-93398-9;220;30/04/2023
4-104-20247-8;901;24/12/2023
8-104-45938-4;1020;05/06/2023
3-101-96673-5;981;06/03/2023
5-105-98018-3;231;11/09/2023
7-101-45108-7;152;24/07/2023
2-103-84790-9;350;06/05/2023
5-101-87086-8;417;15/12/2023
8-108-68837-8;90;09/07/2023
9-106-39720-3;163;05/07/2023
2-104-92558-8;389;21/11/2023
9-101-82731-2;163;23/09/2023
4-109-18517-4;474;18/05/2023
6-106-88941-9;146;31/10/2023
4-109-98819-2;69;17/09/2023
5-103-94449-4;455;07/06/2023
9-106-77656-9;115;31/01/2023
9-106-38210-6;743;28/04/2023
4-107-12841-6;147;01/08/2023
8-104-68902-4;389;22/03/2023
8-109-68261-1;1468;18/09/2023
2-103-26138-8;668;07/10/2023
8-101-28866-9;1376;09/07/2023
9-109-40013-3;360;19/03/2023
9-108-67151-1;1326;05/03/2023
6-102-62939-2;978;29/10/2023
5-108-36821-4;1343;24/12/2023
4-107-19965-8;1014;10/11/2023
9-101-10345-1;1283;21/01/2023
4-106-12178-9;628;20/10/2023
8-101-65746-2;336;18/05/2023
4-104-39274-3;1190;17/11/2023
6-109-24169-9;532;19/09/2023
4-101-58526-4;586;27/09/2023
5-109-40563-1;16;30/01/2023
7-101-55737-7;260;19/06/2023
7-105-89847-6;496;12/12/2023
8-106-75394-3;1049;08/11/2023
6-106-70279-1;304;01/08/2023
9-103-64248-8;1458;27/11/2023
3-104-57631-6;282;24/12/2023
4-107-88358-3;636;27/12/2023
9-106-39713-7;989;12/12/2023
1-105-57686-9;187;27/01/2023
1-108-72157-7;712;09/07/2023
3-109-28183-6;310;11/06/2023
3-103-51833-9;687;28/02/2023
1-106-32913-1;817;18/10/2023
9-108-67779-1;1142;20/02/2023
4-107-19074-3;301;23/04/2023
8-108-65597-3;408;01/11/2023
7-107-69245-7;1411;16/04/2023
1-107-99146-7;807;12/12/2023
1-103-35101-7;661;05/10/2023
2-104-33475-5;591;20/07/2023
2-109-75377-6;472;26/10/2023
7-102-21532-8;640;07/03/2023
9-105-54756-5;303;22/03/2023
2-101-61230-4;898;11/11/2023
9-103-64248-8;706;21/11/2023
6-109-55849-7;362;25/10/2023
4-102-83344-8;1384;06/04/2023
4-104-32701-6;1349;02/07/2023
6-109-11650-1;752;20/12/2023
1-109-14656-3;347;24/01/2023
3-103-72792-3;476;29/09/2023
6-109-58280-4;170;20/10/2023
2-105-52102-7;678;22/03/2023
5-108-61858-4;998;06/08/2023
1-108-47786-9;1232;05/02/2023
7-106-70565-4;590;07/12/2023
8-104-68902-4;1488;02/11/2023
7-102-76576-5;378;26/06/2023
9-106-39713-7;175;19/02/2023
7-102-98724-2;1327;20/08/2023
8-107-34817-5;987;15/05/2023
9-101-56603-7;662;16/10/2023
3-101-86272-9;118;29/03/2023
7-102-78352-3;130;21/06/2023
6-107-85091-5;198;28/08/2023
3-102-85109-4;1066;14/10/2023
9-103-64248-8;1362;08/09/2023
8-105-86834-1;1391;31/08/2023
4-104-20247-8;504;20/02/2023
4-106-56474-5;1121;26/11/2023
3-102-17476-3;253;19/07/2023
3-101-80976-8;1017;07/02/2023
8-102-23132-1;1135;01/02/2023
6-106-78920-7;373;31/03/2023
2-108-19101-1;734;05/10/2023
7-101-55737-7;268;15/05/2023
7-102-48020-9;685;25/02/2023
5-107-67630-7;919;31/07/2023
7-103-63784-4;1458;21/03/2023
1-105-53772-3;368;13/12/2023
3-108-30251-5;394;24/12/2023
5-107-36926-4;642;20/12/2023
1-109-65197-8;457;05/01/2023
8-105-66133-1;827;27/06/2023
8-109-27283-8;289;14/01/2023
9-101-20811-6;1302;11/06/2023
9-108-64989-9;408;14/11/2023
9-103-66739-5;1005;27/03/2023
8-107-17974-4;1293;10/11/2023
9-108-88150-2;1221;23/02/2023
8-105-18011-3;784;08/03/2023
4-104-75639-8;930;05/07/2023
1-106-95668-1;400;12/07/2023
4-102-51131-4;1092;11/01/2023
4-101-93624-6;280;25/05/2023
9-109-88646-7;247;26/12/2023
7-105-23972-3;1243;14/06/2023
4-109-27267-3;330;23/09/2023
8-108-77359-9;1487;04/05/2023
5-101-32125-8;772;16/11/2023
1-108-41500-7;353;06/02/2023
3-107-75532-5;1224;25/03/2023
1-109-58183-5;191;03/09/2023
8-103-92285-8;598;10/12/2023
2-104-78584-3;1314;12/06/2023
5-103-90549-5;497;24/09/2023
9-104-20455-6;1008;07/05/2023
2-101-40414-5;379;09/08/2023
5-107-79714-4;1393;02/12/2023
7-106-12127-9;1449;12/12/2023
5-101-17697-8;230;17/05/2023
9-109-77771-1;543;05/09/2023
3-104-57631-6;837;04/10/2023
3-102-92102-7;1196;21/02/2023
7-106-22840-7;1442;31/03/2023
7-102-76576-5;1478;05/09/2023
9-101-56603-7;1466;26/05/2023
3-103-21514-8;426;10/08/2023
6-103-55890-1;591;19/06/2023
7-107-89304-4;596;04/10/2023
5-105-39217-1;507;06/11/2023
9-108-94655-7;1074;02/07/2023
8-104-70716-1;1160;30/10/2023
1-106-40823-7;149;13/09/2023
3-109-92613-5;569;05/03/2023
2-103-65730-9;978;26/06/2023
3-103-19613-5;1090;07/02/2023
2-101-61450-1;662;14/05/2023
7-105-23972-3;502;22/01/2023
4-101-68976-9;923;01/09/2023
4-103-98733-7;188;19/08/2023
7-101-13884-7;77;16/06/2023
8-103-62656-6;514;12/10/2023
6-106-67685-4;1084;28/07/2023
6-103-49642-6;788;08/06/2023
1-104-23061-2;1357;27/06/2023
2-102-38483-3;759;06/06/2023
2-109-41712-7;142;22/10/2023
4-105-28386-2;790;30/10/2023
6-101-38499-3;1256;01/02/2023
4-108-96179-7;231;17/04/2023
3-101-95653-7;830;20/03/2023
1-108-88164-9;467;24/06/2023
4-102-88620-9;61;23/01/2023
9-102-14309-9;94;24/04/2023
9-107-91749-3;497;06/12/2023
3-106-95716-4;681;08/09/2023
9-109-90696-1;1023;30/01/2023
4-101-58358-8;976;05/03/2023
9-105-48547-5;372;07/09/2023
6-106-78920-7;429;31/12/2023
7-103-95909-2;1444;25/12/2023
2-107-86096-2;1260;14/05/2023
1-103-63614-9;753;15/03/2023
5-103-18732-9;660;16/11/2023
5-106-27055-2;291;05/04/2023
8-108-65597-3;506;18/12/2023
9-102-44545-3;85;30/11/2023
9-108-64989-9;99;01/12/2023
9-109-11124-9;329;05/03/2023
4-103-98733-7;695;07/02/2023
6-105-66726-4;232;27/03/2023
6-106-15202-9;738;04/06/2023
8-109-72793-6;408;07/01/2023
4-105-11209-5;1376;09/06/2023
9-105-54756-5;1184;23/04/2023
5-107-67597-7;920;07/08/2023
1-108-58389-5;1444;19/03/2023
1-108-83878-8;347;15/04/2023
1-109-36850-6;1285;23/11/2023
2-104-79053-5;483;31/01/2023
3-105-22737-7;59;24/12/2023
9-107-17568-3;477;11/03/2023
6-106-37704-7;99;28/03/2023
1-105-23221-2;66;19/07/2023
1-109-77140-2;521;26/04/2023
5-103-55170-5;588;21/11/2023
1-102-57479-4;138;29/05/2023
6-105-78280-3;1329;11/02/2023
4-109-18517-4;630;13/04/2023
6-101-38499-3;712;03/01/2023
9-102-27234-8;985;18/03/2023
5-103-68312-8;529;19/05/2023
6-102-29432-9;1329;07/02/2023
7-106-37046-3;1054;26/12/2023
1-101-12692-2;227;20/06/2023
4-102-60068-5;1117;27/12/2023
7-109-70825-9;1030;08/02/2023
2-109-68979-6;1311;01/07/2023
9-106-19703-3;513;27/05/2023
8-109-72793-6;652;05/06/2023
3-106-56476-1;646;04/05/2023
5-101-66093-9;402;22/02/2023
6-106-20511-3;502;25/02/2023
9-106-39368-7;500;01/12/2023
9-106-79108-7;631;24/06/2023
4-106-28112-4;465;07/10/2023
4-101-43910-4;1084;22/10/2023
2-105-34885-4;783;12/06/2023
1-109-58896-4;1258;13/04/2023
8-101-53834-6;1219;22/04/2023
4-107-34312-3;103;11/10/2023
8-107-34817-5;1143;24/04/2023
8-108-65597-3;562;25/05/2023
4-101-88052-5;457;07/03/2023
4-107-19892-5;180;01/10/2023
1-109-28859-8;1450;19/06/2023
1-109-98799-4;751;10/11/2023
5-101-34165-8;813;04/11/2023
4-102-44477-1;162;02/11/2023
6-104-78391-1;1038;19/05/2023
1-103-70819-4;999;27/05/2023
2-101-80421-5;755;18/08/2023
9-102-91594-7;1002;11/04/2023
3-106-72390-4;564;15/08/2023
4-105-16746-6;366;10/12/2023
9-106-75560-9;350;06/11/2023
2-101-26007-9;827;16/09/2023
2-108-40031-3;963;22/05/2023
3-103-38910-1;947;04/11/2023
5-108-65370-6;575;03/02/2023
5-107-82808-5;977;03/05/2023
1-107-19463-5;899;25/10/2023
2-101-40414-5;646;27/02/2023
1-103-68196-8;90;23/02/2023
1-109-64847-3;481;16/02/2023
5-108-55445-8;169;16/07/2023
7-109-26095-6;143;02/03/2023
8-109-33167-9;619;22/10/2023
8-101-32064-1;476;28/11/2023
8-108-49842-1;47;05/09/2023
7-102-40624-4;1435;15/12/2023
7-102-74922-7;1408;02/07/2023
7-109-30722-8;925;16/08/2023
6-109-66294-4;1389;20/09/2023
5-109-76922-2;1008;26/05/2023
1-107-19463-5;101;27/03/2023
4-105-47691-1;117;01/01/2023
3-102-57784-9;102;21/05/2023
8-109-71536-9;567;19/09/2023
9-107-19875-6;74;10/03/2023
5-109-92627-4;177;03/02/2023
8-109-72793-6;169;09/10/2023
9-105-31261-2;941;13/04/2023
2-109-56711-2;796;26/04/2023
4-103-24679-3;208;09/07/2023
6-101-64856-2;603;11/03/2023
7-102-37541-1;426;21/05/2023
1-108-58389-5;1130;26/12/2023
3-102-37074-2;348;30/04/2023
8-103-88962-7;1196;21/08/2023
9-102-50514-9;364;09/10/2023
4-106-26207-1;1414;26/12/2023
3-101-71627-6;533;24/08/2023
1-108-47786-9;357;11/01/2023
4-103-69189-7;766;20/06/2023
7-105-23972-3;544;25/10/2023
7-102-28079-4;1312;07/06/2023
7-108-60979-2;1148;18/06/2023
5-102-54147-4;776;24/08/2023
6-107-91980-1;84;30/09/2023
6-108-32781-5;461;30/07/2023
9-101-87528-5;61;27/01/2023
5-103-18732-9;523;01/08/2023
2-109-51721-2;620;03/05/2023
2-108-35383-4;1162;14/11/2023
7-105-23972-3;287;30/09/2023
7-103-93683-3;533;24/05/2023
5-107-99828-1;933;15/06/2023
4-108-63442-2;269;13/10/2023
1-102-47588-7;1242;04/02/2023
5-105-11037-1;1176;12/09/2023
7-108-19817-5;390;22/02/2023
5-104-31998-2;326;29/11/2023
5-105-98039-2;371;13/03/2023
6-107-90994-4;534;18/06/2023
7-103-52370-2;277;25/02/2023
7-105-23681-1;443;12/01/2023
9-103-64248-8;575;05/09/2023
9-102-14309-9;500;04/11/2023
1-106-40823-7;294;04/08/2023
2-107-40361-5;1297;17/04/2023
1-104-59231-8;859;14/09/2023
2-109-24930-8;982;14/07/2023
5-107-52521-8;1402;07/06/2023
8-109-27522-8;52;09/08/2023
3-105-83520-1;613;24/12/2023
1-109-64847-3;524;26/07/2023
8-102-82053-7;341;21/11/2023
8-107-89306-5;78;05/05/2023
9-109-39025-1;97;30/01/2023
5-108-89999-6;310;22/08/2023
5-105-16645-3;706;31/08/2023
4-108-77216-9;1213;14/02/2023
1-105-57686-9;727;29/08/2023
6-102-37701-4;936;05/02/2023
8-103-36079-1;243;11/05/2023
8-109-42887-7;222;03/01/2023
6-106-70279-1;352;16/12/2023
4-101-68976-9;1226;24/06/2023
3-102-67311-2;1245;09/01/2023
8-104-99423-1;815;10/07/2023
6-103-75038-7;1455;15/09/2023
2-103-53205-6;559;30/05/2023
7-101-57489-9;55;20/08/2023
9-109-57770-9;261;19/04/2023
4-101-58358-8;246;02/06/2023
7-103-58422-2;274;06/10/2023
5-101-44442-9;325;19/05/2023
3-101-65224-8;1461;02/06/2023
1-106-23489-6;1093;01/08/2023
1-108-72157-7;511;25/08/2023
9-107-76748-9;264;24/01/2023
8-109-72793-6;158;21/06/2023
9-109-10795-3;958;18/08/2023
1-101-68811-7;696;15/11/2023
4-104-19872-6;1479;30/06/2023
6-105-85838-2;403;15/09/2023
5-103-10602-6;435;13/05/2023
8-102-82053-7;817;17/07/2023
8-106-82915-2;1301;30/06/2023
1-102-45685-3;160;07/05/2023
2-101-75261-4;1148;12/02/2023
1-105-91149-3;1289;17/08/2023
6-101-26508-2;467;08/12/2023
8-105-18011-3;736;19/02/2023
1-103-96182-5;143;02/08/2023
3-107-92425-2;153;11/10/2023
8-104-61106-7;314;18/01/2023
8-108-44221-3;445;21/10/2023
2-101-61230-4;588;10/08/2023
6-101-78059-6;553;24/10/2023
3-109-71832-3;1342;04/03/2023
2-109-65207-5;931;19/10/2023
5-103-50388-2;87;20/08/2023
6-107-43258-6;1399;18/12/2023
4-106-87678-7;488;22/05/2023
9-104-66518-9;592;28/01/2023
7-108-66527-5;1155;01/03/2023
2-109-72794-9;250;22/03/2023
2-106-40751-7;250;04/09/2023
3-102-70203-5;126;09/02/2023
6-104-99193-8;120;09/11/2023
3-108-30251-5;979;29/05/2023
5-105-90277-7;596;27/12/2023
6-103-64878-7;438;15/11/2023
6-106-20062-5;1063;20/08/2023
2-106-78318-2;635;30/09/2023
8-106-64632-4;1443;03/04/2023
5-103-90549-5;746;04/04/2023
9-105-40619-1;844;10/06/2023
7-102-13439-4;1384;16/03/2023
7-109-70825-9;1386;21/07/2023
1-108-25504-5;1493;09/06/2023
1-109-58183-5;1360;05/06/2023
4-109-78072-9;163;15/05/2023
5-102-19592-3;54;24/05/2023
7-105-82114-5;385;14/01/2023
9-106-45707-8;370;14/12/2023
7-106-12899-9;393;24/10/2023
5-102-19592-3;206;14/01/2023
7-104-33785-5;630;09/11/2023
2-103-68873-6;969;25/04/2023
2-107-52994-4;294;28/04/2023
3-104-20650-1;871;27/02/2023
5-106-60134-6;71;18/05/2023
1-108-16129-7;644;27/09/2023
3-104-50059-8;214;04/12/2023
4-104-41260-9;626;04/01/2023
4-102-76823-6;492;05/03/2023
6-109-92236-9;1296;26/05/2023
8-101-76395-2;677;05/05/2023
7-105-89847-6;801;18/05/2023
8-108-35076-7;287;19/02/2023
4-106-61930-2;1306;06/03/2023
5-101-78199-6;341;14/11/2023
4-102-76823-6;862;18/11/2023
8-109-81365-6;649;09/07/2023
5-102-54147-4;1095;04/02/2023
4-104-41260-9;656;21/11/2023
4-108-96229-2;386;20/03/2023
7-101-35294-3;634;28/12/2023
7-108-60979-2;27;25/10/2023
5-108-12526-2;908;18/05/2023
3-103-35930-8;256;13/09/2023
9-104-59162-4;846;22/06/2023
4-107-42106-7;1252;10/12/2023
5-108-65621-3;1218;19/10/2023
2-104-79053-5;971;19/12/2023
5-106-68217-4;742;25/09/2023
4-103-41796-1;538;16/06/2023
5-103-83997-9;366;08/02/2023
5-105-95750-8;340;31/03/2023
8-106-64632-4;477;17/09/2023
9-108-35993-2;311;29/11/2023
9-109-46053-9;103;22/11/2023
6-109-39092-6;409;10/04/2023
1-103-96182-5;502;13/02/2023
4-101-39236-8;996;06/11/2023
5-107-52521-8;552;21/11/2023
5-106-57237-3;247;15/02/2023
6-109-66294-4;939;27/11/2023
9-109-57073-5;1066;07/12/2023
5-104-41294-6;186;30/11/2023
2-108-46218-2;169;29/05/2023
4-105-56776-3;1031;24/06/2023
4-104-32701-6;625;14/01/2023
9-106-38210-6;469;09/04/2023
3-102-37303-1;568;30/06/2023
3-105-14652-2;1386;09/07/2023
7-105-83738-1;52;17/09/2023
5-109-82719-7;1407;15/10/2023
4-101-68976-9;967;04/10/2023
3-107-21422-4;963;08/05/2023
3-102-94359-2;618;12/09/2023
6-102-36879-4;911;05/08/2023
9-108-35993-2;719;22/06/2023
4-102-83344-8;1453;23/10/2023
7-109-24859-2;473;11/02/2023
8-102-28846-1;129;21/04/2023
8-108-25413-1;555;07/09/2023
9-104-20455-6;426;26/04/2023
3-106-91252-7;761;20/10/2023
6-106-18742-1;870;12/05/2023
4-104-83692-1;143;27/06/2023
4-107-80424-2;1429;31/05/2023
3-101-80976-8;544;16/04/2023
6-106-11183-2;308;22/07/2023
1-108-76451-6;773;18/03/2023
3-102-31761-2;1432;13/04/2023
1-106-41616-4;564;04/12/2023
7-101-30288-4;1471;04/04/2023
3-102-27804-4;1266;31/08/2023
7-102-78352-3;1357;29/10/2023
4-108-50602-5;131;02/12/2023
1-106-11022-8;300;28/09/2023
2-105-96478-5;541;16/08/2023
4-107-80424-2;233;13/05/2023
5-105-59643-2;77;06/01/2023
5-108-30055-9;207;17/07/2023
6-102-55802-4;376;07/01/2023
8-109-97427-5;312;27/10/2023
7-107-48861-3;82;03/09/2023
8-108-63411-6;573;19/12/2023
8-102-38362-9;1245;11/02/2023
6-103-10917-8;311;25/09/2023
7-109-77387-7;468;31/12/2023
8-107-82012-8;457;29/07/2023
5-109-92627-4;1208;12/01/2023
8-103-30682-7;1295;09/08/2023
9-108-94655-7;296;03/03/2023
9-109-39025-1;650;12/01/2023
7-104-86194-7;539;19/10/2023
8-101-31188-9;306;02/08/2023
2-104-92210-9;1454;05/03/2023
6-106-72516-5;72;18/10/2023
1-106-55045-4;22;01/10/2023
1-107-18594-5;471;28/05/2023
2-101-91208-9;594;21/01/2023
3-102-37303-1;420;16/06/2023
4-102-31144-3;611;31/05/2023
6-101-38499-3;267;09/03/2023
6-104-97688-6;194;22/12/2023
9-106-26518-7;822;24/10/2023
9-104-80162-9;431;07/05/2023
3-106-56476-1;1016;09/02/2023
3-106-93800-3;441;03/01/2023
4-103-24679-3;87;18/04/2023
3-104-57631-6;941;22/04/2023
7-102-98724-2;659;28/05/2023
3-104-13577-9;1191;08/04/2023
5-102-85850-8;590;14/11/2023
9-108-35993-2;299;24/05/2023
7-106-50294-5;361;16/02/2023
5-105-90277-7;1085;22/10/2023
1-102-19834-7;942;19/07/2023
4-105-44447-8;599;26/03/2023
4-105-75914-8;138;25/12/2023
4-109-15997-1;436;12/03/2023
8-104-61106-7;638;16/11/2023
6-108-96734-6;614;07/02/2023
3-104-50228-2;547;10/04/2023
7-108-98246-7;931;10/03/2023
3-105-22737-7;1140;07/01/2023
6-101-52048-3;1200;25/09/2023
2-109-64682-3;859;02/07/2023
5-104-89383-2;173;28/10/2023
2-103-84790-9;1247;10/02/2023
3-107-75532-5;1251;07/06/2023
2-104-46936-5;641;09/04/2023
5-107-98056-7;183;15/03/2023
7-106-89315-2;201;06/04/2023
3-105-22737-7;1196;27/03/2023
3-103-35930-8;619;23/05/2023
6-101-38499-3;551;12/03/2023
8-102-94353-2;861;17/05/2023
3-102-50484-8;69;05/12/2023
9-104-61698-8;368;14/12/2023
8-103-88717-8;979;22/11/2023
6-104-99193-8;1141;20/12/2023
9-104-80162-9;649;12/10/2023
2-103-35724-9;644;23/08/2023
4-102-36166-6;418;15/07/2023
7-101-13884-7;1470;18/02/2023
6-101-90526-1;1491;05/06/2023
6-106-70279-1;1463;09/08/2023
4-107-95641-6;51;12/07/2023
8-107-34817-5;1442;20/04/2023
8-102-89678-8;208;02/12/2023
1-108-88164-9;184;29/07/2023
1-108-95694-2;508;13/08/2023
4-104-58049-3;117;21/07/2023
6-109-63678-9;8;16/03/2023
9-103-58210-3;1418;09/05/2023
7-108-18506-3;438;17/08/2023
6-105-66726-4;359;02/12/2023
3-106-70167-7;1366;06/12/2023
8-107-17974-4;993;04/08/2023
2-107-12020-8;36;18/01/2023
4-104-39274-3;206;31/12/2023
5-104-62912-7;621;17/03/2023
6-106-40938-5;370;05/12/2023
8-108-63411-6;447;13/01/2023
2-106-23456-1;1217;14/08/2023
9-104-70628-8;655;17/07/2023
5-108-19217-9;1464;30/03/2023
8-105-19674-8;1471;23/01/2023
2-104-63649-4;734;08/08/2023
2-107-19621-8;1048;20/01/2023
9-106-18344-9;693;18/12/2023
9-108-88150-2;971;28/11/2023
5-106-49720-8;119;01/11/2023
7-101-45108-7;25;18/10/2023
9-105-75927-5;36;25/03/2023
7-107-35031-1;544;22/09/2023
7-107-89304-4;1493;03/03/2023
7-104-14937-1;918;24/04/2023
2-104-92357-6;458;14/12/2023
5-108-92872-9;692;26/01/2023
5-107-52521-8;731;06/12/2023
4-107-42106-7;379;17/09/2023
9-108-67779-1;1420;26/03/2023
6-107-11620-7;1208;30/11/2023
7-108-20703-7;791;25/05/2023
2-104-38492-9;435;11/12/2023
6-105-27962-4;220;10/02/2023
9-103-54180-2;530;10/09/2023
5-107-80715-3;242;21/02/2023
2-103-64375-2;170;25/09/2023
4-106-56018-1;229;03/10/2023
5-107-99828-1;1349;07/05/2023
1-105-94426-5;1123;31/08/2023
7-101-57489-9;368;31/03/2023
5-108-91695-5;127;02/05/2023
9-106-75560-9;753;10/07/2023
1-106-59267-3;905;06/09/2023
1-102-90290-2;17;29/11/2023
1-107-50223-7;60;05/08/2023
4-109-48767-2;278;27/09/2023
8-107-69004-3;473;06/05/2023
7-104-83861-9;829;27/04/2023
5-103-54598-5;1173;17/03/2023
4-103-64023-9;1448;23/11/2023
3-104-48132-4;728;16/03/2023
1-105-94426-5;1160;28/08/2023
5-108-22793-6;1475;17/01/2023
1-108-39276-7;1438;28/09/2023
2-105-96478-5;1042;23/06/2023
3-104-48132-4;579;30/04/2023
2-106-78318-2;1375;14/11/2023
2-107-19621-8;609;28/05/2023
8-106-82915-2;857;07/09/2023
5-107-16074-6;828;22/02/2023
7-106-18158-4;664;04/11/2023
4-105-75914-8;1028;06/03/2023
6-102-36879-4;1134;30/10/2023
8-102-40647-8;145;15/04/2023
1-104-85490-8;288;02/08/2023
9-102-50514-9;1356;18/03/2023
4-101-51631-7;1382;20/01/2023
9-107-12460-3;782;21/05/2023
4-106-92912-8;559;03/05/2023
1-103-71217-3;717;24/05/2023
9-107-17568-3;224;26/07/2023
